Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Currency conversion fee,Currency (Currency conversion fee)
Market buy,2024-12-24 15:20:44.112,CA1363851017,CNQ,"Canadian Natural Resources",,EOF25502257483,0.0800230000,30.240000,USD,1.25383187,,"GBP",1.93,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:44.239,US1667641005,CVX,"Chevron",,EOF25502257486,0.0267645000,143.350000,USD,1.25382061,,"GBP",3.06,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:44.345,US5486611073,LOW,"Lowe's",,EOF25502257489,0.0140394000,249.170000,USD,1.25383415,,"GBP",2.79,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:44.788,CA7800871021,RY,"Royal Bank of Canada",,EOF25502257492,0.0253883000,120.500000,USD,1.25380743,,"GBP",2.44,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:44.848,US74348T1025,PSEC,"Prospect Capital",,EOF25502257495,1.3336700000,4.240000,USD,1.25661351,,"GBP",4.51,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:45.129,CA0636711016,BMO,"Bank of Montreal",,EOF25502257503,0.0431140000,96.840000,USD,1.25757824,,"GBP",3.32,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:45.197,CH0044328745,CB,"Chubb",,EOF25502257506,0.0145359000,276.020000,USD,1.25381222,,"GBP",3.20,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:45.394,US9311421039,WMT,"Walmart",,EOF25502257509,0.0677560000,91.600000,USD,1.25636631,,"GBP",4.95,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:45.459,US85254J1025,STAG,"STAG Industrial",,EOF25502257512,0.1363970000,33.920000,USD,1.25722452,,"GBP",3.69,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:46.419,US02209S1033,MO,"Altria",,EOF25502257517,0.0842260000,53.590000,USD,1.25729006,,"GBP",3.60,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:48.285,US57636Q1040,MA,"Mastercard",,EOF25502257522,0.0071604000,532.300000,USD,1.25377661,,"GBP",3.04,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:49.077,US3546131018,BEN,"Franklin Resources",,EOF25502257530,0.1192860000,20.600000,USD,1.25372020,,"GBP",1.96,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:50.805,US0394831020,ADM,"Archer-Daniels-Midland",,EOF25502257538,0.0570430000,50.330000,USD,1.25370051,,"GBP",2.29,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:52.856,US8718291078,SYY,"Sysco",,EOF25502257549,0.0666540000,77.120000,USD,1.25681087,,"GBP",4.10,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:53.014,US5021751020,LTC,"LTC Properties",,EOF25502257556,0.1927500000,34.800000,USD,1.25612359,,"GBP",5.35,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:53.34,US2910111044,EMR,"Emerson Electric",,EOF25502257561,0.0177641000,124.920000,USD,1.25372393,,"GBP",1.77,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:54.09,US7427181091,PG,"Procter & Gamble",,EOF25502257564,0.0274628000,168.460000,USD,1.25716937,,"GBP",3.69,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:54.638,US8552441094,SBUX,"Starbucks",,EOF25502257591,0.0505580000,88.530000,USD,1.25727520,,"GBP",3.57,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:55.848,US3765361080,GOOD,"Gladstone Commercial",,EOF25502257600,0.5165740000,15.970000,USD,1.25566008,,"GBP",6.58,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:57.362,US0084921008,ADC,"Agree Realty",,EOF25502257606,0.0496930000,70.390000,USD,1.25372411,,"GBP",2.79,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:58.03,US3695501086,GD,"General Dynamics",,EOF25502257611,0.0153034000,264.620000,USD,1.25374170,,"GBP",3.23,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:58.122,US09290D1019,BLK,"BlackRock",,EOF25502257614,0.0018953300,1051.740000,USD,1.25370715,,"GBP",1.59,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:58.204,US4943681035,KMB,"Kimberly-Clark",,EOF25502257617,0.0255771000,131.860000,USD,1.25375331,,"GBP",2.69,"GBP",,,,,,,,
Market buy,2024-12-24 15:20:58.274,US7766961061,ROP,"Roper Technologies",,EOF25502257620,0.0094391000,525.980000,USD,1.25690577,,"GBP",3.96,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:20:58.336,US4523081093,ITW,"Illinois Tool Works",,EOF25502257623,0.0234413000,258.330000,USD,1.25634668,,"GBP",4.83,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-24 15:21:01.891,US2788651006,ECL,"Ecolab",,EOF25502257658,0.0129808000,238.560000,USD,1.25372455,,"GBP",2.47,"GBP",,,,,,,,
Market buy,2024-12-24 15:21:55.272,IE00BLS09M33,PNR,"Pentair",,EOF25502257937,0.0287513000,102.030000,USD,1.25363040,,"GBP",2.34,"GBP",,,,,,,,
Market buy,2024-12-24 15:22:03.015,US6703461052,NUE,"Nucor",,EOF25502257961,0.0353082000,116.800000,USD,1.25349475,,"GBP",3.29,"GBP",,,,,,,,
Market buy,2024-12-24 15:22:29.235,US3848021040,GWW,"WW Grainger",,EOF25502258072,0.0032652500,1090.450000,USD,1.25372952,,"GBP",2.84,"GBP",,,,,,,,
Dividend (Dividend),2024-12-26 09:11:21,US28852N1090,EFC,"Ellington Financial",,,3.4633350000,0.110500,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2024-12-27 14:51:55,US56035L1044,MAIN,"Main Street Capital",,,1.0733940000,0.255000,USD,Not available,,,0.22,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2024-12-27 16:36:25,US74144T1088,TROW,"T Rowe Price",,,0.4293024000,1.054000,USD,Not available,,,0.36,"GBP",0.08,USD,,,,,,
Deposit,2024-12-30 16:37:26,,,,"Transaction ID: RQGXSDGPGCTJBLX3",13db8c82-0c1d-4f82-a059-20bfb7ed1d28,,,,,,,200.00,"GBP",,,201.40,"GBP",-1.40,"GBP",,
Market buy,2024-12-30 16:37:50.712,CA0636711016,BMO,"Bank of Montreal",,EOF25807226716,0.0464870000,96.800000,USD,1.25346562,,"GBP",3.60,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:50.802,US0010551028,AFL,"Aflac",,EOF25807226719,0.0413763000,103.320000,USD,1.25366548,,"GBP",3.42,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:50.914,US7427181091,PG,"Procter & Gamble",,EOF25807226722,0.0288754000,167.530000,USD,1.25323724,,"GBP",3.87,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:51.118,US5949181045,MSFT,"Microsoft",,EOF25807226728,0.0144210000,425.600000,USD,1.25256685,,"GBP",4.91,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:51.121,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF25807226731,0.0245153000,239.650000,USD,1.25268478,,"GBP",4.70,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:51.121,US4592001014,IBM,"IBM",,EOF25807226725,0.0238213000,219.870000,USD,1.25301177,,"GBP",4.19,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:51.336,CA1363851017,CNQ,"Canadian Natural Resources",,EOF25807226734,0.1566120000,30.170000,USD,1.25331141,,"GBP",3.78,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:51.946,CA8911605092,TD,"Toronto-Dominion Bank",,EOF25807226739,0.0841050000,52.910000,USD,1.25351987,,"GBP",3.56,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.21,US17275R1023,CSCO,"Cisco Systems",,EOF25807226747,0.0870430000,58.880000,USD,1.25307868,,"GBP",4.10,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.325,US0378331005,AAPL,"Apple",,EOF25807226752,0.0268501000,252.330000,USD,1.25232638,,"GBP",5.42,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.325,AN8068571086,SLB,"Schlumberger",,EOF25807226755,0.1134540000,37.570000,USD,1.25366670,,"GBP",3.41,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.464,US85254J1025,STAG,"STAG Industrial",,EOF25807226761,0.1511910000,33.650000,USD,1.25309782,,"GBP",4.07,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.467,US3546131018,BEN,"Franklin Resources",,EOF25807226758,0.2710740000,20.290000,USD,1.25286821,,"GBP",4.40,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.688,US2910111044,EMR,"Emerson Electric",,EOF25807226764,0.0383943000,124.370000,USD,1.25330684,,"GBP",3.82,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.902,US7561091049,O,"Realty Income",,EOF25807226767,0.0952030000,52.520000,USD,1.25314826,,"GBP",4.00,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:52.905,US1912161007,KO,"Coca-Cola",,EOF25807226770,0.0793600000,62.060000,USD,1.25320142,,"GBP",3.94,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:53.017,US8552441094,SBUX,"Starbucks",,EOF25807226776,0.0358600000,90.280000,USD,1.24997714,,"GBP",2.59,"GBP",,,,,,,,
Market buy,2024-12-30 16:37:53.021,US6935061076,PPG,"PPG Industries",,EOF25807226782,0.0424074000,119.380000,USD,1.25311767,,"GBP",4.05,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:53.021,US8243481061,SHW,"Sherwin-Williams",,EOF25807226779,0.0154233000,340.400000,USD,1.25300508,,"GBP",4.20,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:53.021,CA7800871021,RY,"Royal Bank of Canada",,EOF25807226773,0.0375433000,120.530000,USD,1.25348862,,"GBP",3.62,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:53.259,US0530151036,ADP,"Automatic Data Processing",,EOF25807226786,0.0164997000,293.950000,USD,1.25325240,,"GBP",3.88,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:54.029,CA0641491075,BNS,"Bank of Nova Scotia",,EOF25807226789,0.0832730000,53.740000,USD,1.25352689,,"GBP",3.58,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:54.726,US7134481081,PEP,"PepsiCo",,EOF25807226797,0.0280942000,152.170000,USD,1.25369337,,"GBP",3.42,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:55.075,US57636Q1040,MA,"Mastercard",,EOF25807226802,0.0099507000,526.350000,USD,1.25300261,,"GBP",4.19,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:55.132,US3695501086,GD,"General Dynamics",,EOF25807226805,0.0172609000,264.330000,USD,1.25345431,,"GBP",3.65,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:55.28,US6703461052,NUE,"Nucor",,EOF25807226808,0.0417177000,116.260000,USD,1.25325576,,"GBP",3.88,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:55.643,US9311421039,WMT,"Walmart",,EOF25807226813,0.0575720000,90.540000,USD,1.25302136,,"GBP",4.17,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:56.082,US14149Y1082,CAH,"Cardinal Health",,EOF25807226822,0.0383715000,118.580000,USD,1.25346900,,"GBP",3.64,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:56.203,US02209S1033,MO,"Altria",,EOF25807226825,0.1285960000,51.810000,USD,1.25236066,,"GBP",5.33,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:58.224,US00123Q1040,AGNC,"AGNC Investment",,EOF25807226843,0.6202800000,9.250000,USD,1.25274890,,"GBP",4.59,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:58.228,US3848021040,GWW,"WW Grainger",,EOF25807226840,0.0057413700,1062.480000,USD,1.25258537,,"GBP",4.88,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:37:59.416,US5486611073,LOW,"Lowe's",,EOF25807226850,0.0203326000,247.140000,USD,1.25311689,,"GBP",4.02,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:01.432,US4781601046,JNJ,"Johnson & Johnson",,EOF25807226870,0.0354508000,143.500000,USD,1.25300241,,"GBP",4.07,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:01.852,US56035L1044,MAIN,"Main Street Capital",,EOF25807226878,0.0559050000,58.130000,USD,1.24990678,,"GBP",2.60,"GBP",,,,,,,,
Market buy,2024-12-30 16:38:01.852,US0394831020,ADM,"Archer-Daniels-Midland",,EOF25807226881,0.1031560000,49.800000,USD,1.25296800,,"GBP",4.11,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:02.251,US8718291078,SYY,"Sysco",,EOF25807226888,0.0670670000,76.410000,USD,1.25295586,,"GBP",4.10,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:02.547,US1667641005,CVX,"Chevron",,EOF25807226894,0.0325192000,142.980000,USD,1.25326016,,"GBP",3.72,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:03.669,US5801351017,MCD,"McDonald's",,EOF25807226906,0.0174542000,290.010000,USD,1.25294369,,"GBP",4.05,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:03.725,US4523081093,ITW,"Illinois Tool Works",,EOF25807226909,0.0214486000,254.650000,USD,1.25272614,,"GBP",4.37,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:06.077,US74348T1025,PSEC,"Prospect Capital",,EOF25807226916,1.0317200000,4.240000,USD,1.25343633,,"GBP",3.50,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:06.885,CH0044328745,CB,"Chubb",,EOF25807226929,0.0161426000,276.410000,USD,1.25336406,,"GBP",3.57,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:09.176,US74144T1088,TROW,"T Rowe Price",,EOF25807226937,0.0505630000,114.200000,USD,1.25255848,,"GBP",4.62,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:11.232,IE00BLS09M33,PNR,"Pentair",,EOF25807226955,0.0559389000,100.320000,USD,1.25263179,,"GBP",4.49,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:12.454,US2788651006,ECL,"Ecolab",,EOF25807226966,0.0230648000,235.180000,USD,1.25274357,,"GBP",4.34,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:38:27.217,US0084921008,ADC,"Agree Realty",,EOF25807227015,0.0750740000,69.590000,USD,1.25285363,,"GBP",4.18,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:39:01.043,US4943681035,KMB,"Kimberly-Clark",,EOF25807227194,0.0379191000,130.860000,USD,1.25305389,,"GBP",3.97,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:39:02.905,US7766961061,ROP,"Roper Technologies",,EOF25807227202,0.0105164000,518.200000,USD,1.25278125,,"GBP",4.36,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:39:17.425,US5021751020,LTC,"LTC Properties",,EOF25807227271,0.1543220000,34.260000,USD,1.25286059,,"GBP",4.23,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:40:01.313,US3765361080,GOOD,"Gladstone Commercial",,EOF25807227488,0.2613750000,16.070000,USD,1.25381977,,"GBP",3.36,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-30 16:42:48.479,US09290D1019,BLK,"BlackRock",,EOF25807228036,0.0054993400,1032.050000,USD,1.25289047,,"GBP",4.54,"GBP",,,,,,,0.01,"GBP"
Dividend (Dividend),2024-12-31 14:31:33,US5021751020,LTC,"LTC Properties",,,1.6465820000,0.161500,USD,Not available,,,0.21,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2024-12-31 15:09:35,US3765361080,GOOD,"Gladstone Commercial",,,3.4711930000,0.085000,USD,Not available,,,0.24,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-01-02 12:13:45,US0718131099,BAX,"Baxter International",,,1.3095300000,0.144500,USD,Not available,,,0.15,"GBP",0.03,USD,,,,,,
Dividend (Dividend),2025-01-02 12:24:51,US0530151036,ADP,"Automatic Data Processing",,,0.1785360000,1.309000,USD,Not available,,,0.19,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-03 10:41:06,CH0044328745,CB,"Chubb",,,0.1926858000,0.910000,USD,Not available,,,0.14,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-01-03 11:04:04,CA1363851017,CNQ,"Canadian Natural Resources",,,1.6356060000,0.332202,USD,Not available,,,0.44,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-01-03 11:07:39,US31428X1063,FDX,"FedEx",,,0.2498642000,1.173000,USD,Not available,,,0.24,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-01-06 11:49:42,US9311421039,WMT,"Walmart",,,0.5597510000,0.176375,USD,Not available,,,0.08,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-01-10 13:26:01,US02209S1033,MO,"Altria",,,1.1872130000,0.867000,USD,Not available,,,0.84,"GBP",0.18,USD,,,,,,
Dividend (Dividend),2025-01-10 13:32:39,US3546131018,BEN,"Franklin Resources",,,3.0883990000,0.272000,USD,Not available,,,0.68,"GBP",0.15,USD,,,,,,
Dividend (Dividend),2025-01-10 13:48:38,US00123Q1040,AGNC,"AGNC Investment",,,7.3760900000,0.102000,USD,Not available,,,0.61,"GBP",0.13,USD,,,,,,
Dividend (Dividend),2025-01-10 13:58:53,US4523081093,ITW,"Illinois Tool Works",,,0.2678185000,1.275000,USD,Not available,,,0.28,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-01-15 12:59:55,US85571B1052,STWD,"Starwood Property Trust",,,3.8758170000,0.408000,USD,Not available,,,1.30,"GBP",0.28,USD,,,,,,
Dividend (Dividend),2025-01-15 13:00:21,US2256551092,CCAP,"Crescent Capital BDC",,,5.1360990000,0.357000,USD,Not available,,,1.50,"GBP",0.32,USD,,,,,,
Dividend (Dividend),2025-01-15 13:00:56,US6745991058,OXY,"Occidental Petroleum",,,0.6863320000,0.187000,USD,Not available,,,0.11,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-01-15 13:03:32,US8585681088,SCM,"Stellus Capital Investment",,,4.6649920000,0.113305,USD,Not available,,,0.43,"GBP",0.09,USD,,,,,,
Dividend (Dividend),2025-01-15 13:12:28,US2788651006,ECL,"Ecolab",,,0.2321817000,0.552500,USD,Not available,,,0.11,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-01-15 13:23:26,US85254J1025,STAG,"STAG Industrial",,,2.0273340000,0.104833,USD,Not available,,,0.17,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-15 13:31:26,US14149Y1082,CAH,"Cardinal Health",,,0.5747935000,0.429760,USD,Not available,,,0.20,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-15 13:42:42,US0084921008,ADC,"Agree Realty",,,0.9798490000,0.215050,USD,Not available,,,0.17,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-15 13:53:43,US56035L1044,MAIN,"Main Street Capital",,,1.1741880000,0.212500,USD,Not available,,,0.20,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-15 13:57:05,US03762U1051,ARI,"Apollo Commercial Real Estate Finance",,,6.9998600000,0.212500,USD,Not available,,,1.22,"GBP",0.26,USD,,,,,,
Dividend (Dividend),2025-01-15 14:12:59,US7561091049,O,"Realty Income",,,1.2985940000,0.224400,USD,Not available,,,0.24,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-01-15 14:15:31,US55025L1089,LFT,"Lument Finance Trust",,,27.4935000000,0.076500,USD,Not available,,,1.72,"GBP",0.37,USD,,,,,,
Dividend (Dividend),2025-01-15 14:16:03,US55025L1089,LFT,"Lument Finance Trust",,,27.4935000000,0.068000,USD,Not available,,,1.53,"GBP",0.33,USD,,,,,,
Dividend (Dividend),2025-01-17 15:01:22,US7766961061,ROP,"Roper Technologies",,,0.1316308000,0.701250,USD,Not available,,,0.08,"GBP",0.02,USD,,,,,,
Deposit,2025-01-17 15:10:46,,,,"Transaction ID: LBNM84LMR8QM26Z3",71ef4ae4-aa24-438f-b2d6-c883453b0552,,,,,,,200.00,"GBP",,,201.40,"GBP",-1.40,"GBP",,
Market buy,2025-01-17 15:11:14.436,CA0636711016,BMO,"Bank of Montreal",,EOF26703717903,0.0156530000,99.800000,USD,1.22044484,,"GBP",1.28,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:14.436,US0378331005,AAPL,"Apple",,EOF26703717900,0.0412271000,230.610000,USD,1.22202847,,"GBP",7.79,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:14.549,CA1363851017,CNQ,"Canadian Natural Resources",,EOF26703717913,0.0765760000,30.760000,USD,1.22045479,,"GBP",1.93,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:14.743,US02209S1033,MO,"Altria",,EOF26703717916,0.0803980000,51.460000,USD,1.22404765,,"GBP",3.39,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:14.813,US5949181045,MSFT,"Microsoft",,EOF26703717922,0.0073420000,428.870000,USD,1.22045098,,"GBP",2.58,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:14.813,US2910111044,EMR,"Emerson Electric",,EOF26703717925,0.0312857000,124.050000,USD,1.22043744,,"GBP",3.18,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:14.813,CA0641491075,BNS,"Bank of Nova Scotia",,EOF26703717919,0.1195450000,51.760000,USD,1.22285557,,"GBP",5.07,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:14.919,US0530151036,ADP,"Automatic Data Processing",,EOF26703717928,0.0090019000,298.270000,USD,1.22045305,,"GBP",2.20,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:15.123,US2788651006,ECL,"Ecolab",,EOF26703717938,0.0092845000,240.550000,USD,1.22042976,,"GBP",1.83,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:15.123,US5801351017,MCD,"McDonald's",,EOF26703717941,0.0181877000,283.850000,USD,1.22335986,,"GBP",4.23,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:15.245,US4943681035,KMB,"Kimberly-Clark",,EOF26703717944,0.0438648000,127.430000,USD,1.22312723,,"GBP",4.58,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:15.317,US7427181091,PG,"Procter & Gamble",,EOF26703717950,0.0382955000,161.580000,USD,1.22288278,,"GBP",5.07,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:15.317,CA7800871021,RY,"Royal Bank of Canada",,EOF26703717947,0.0297578000,120.580000,USD,1.22047466,,"GBP",2.94,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:15.445,US17275R1023,CSCO,"Cisco Systems",,EOF26703717956,0.0288170000,60.560000,USD,1.22038987,,"GBP",1.43,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:15.503,US0010551028,AFL,"Aflac",,EOF26703717959,0.0151338000,106.450000,USD,1.22044925,,"GBP",1.32,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:15.842,US1912161007,KO,"Coca-Cola",,EOF26703717962,0.0528170000,62.390000,USD,1.22046393,,"GBP",2.70,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:15.842,US9311421039,WMT,"Walmart",,EOF26703717965,0.0330900000,91.470000,USD,1.22046060,,"GBP",2.48,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:16.073,US4592001014,IBM,"IBM",,EOF26703717968,0.0099350000,224.800000,USD,1.22043060,,"GBP",1.83,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:16.308,US3765361080,GOOD,"Gladstone Commercial",,EOF26703717973,0.1241290000,16.420000,USD,1.22047795,,"GBP",1.67,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:16.683,US4781601046,JNJ,"Johnson & Johnson",,EOF26703717978,0.0114854000,147.700000,USD,1.22042703,,"GBP",1.39,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:16.683,US0394831020,ADM,"Archer-Daniels-Midland",,EOF26703717981,0.0248350000,51.600000,USD,1.22046285,,"GBP",1.05,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:16.741,US74144T1088,TROW,"T Rowe Price",,EOF26703717989,0.0351157000,113.650000,USD,1.22045850,,"GBP",3.27,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:16.918,US3695501086,GD,"General Dynamics",,EOF26703717996,0.0113713000,267.250000,USD,1.22047386,,"GBP",2.49,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:17.056,US7134481081,PEP,"PepsiCo",,EOF26703718004,0.0375964000,148.030000,USD,1.22316375,,"GBP",4.56,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:17.39,US8718291078,SYY,"Sysco",,EOF26703718009,0.0835640000,73.610000,USD,1.22289185,,"GBP",5.04,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:18.154,US7766961061,ROP,"Roper Technologies",,EOF26703718014,0.0062472000,521.620000,USD,1.22047358,,"GBP",2.67,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:18.858,US85254J1025,STAG,"STAG Industrial",,EOF26703718023,0.0389390000,34.790000,USD,1.22043946,,"GBP",1.11,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:19.914,US3546131018,BEN,"Franklin Resources",,EOF26703718034,0.2723110000,19.810000,USD,1.22323830,,"GBP",4.42,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:20.279,US57636Q1040,MA,"Mastercard",,EOF26703718039,0.0072024000,525.310000,USD,1.22048153,,"GBP",3.10,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:26.334,US09290D1019,BLK,"BlackRock",,EOF26703718065,0.0050955400,1013.180000,USD,1.22338844,,"GBP",4.23,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:28.738,IE00BLS09M33,PNR,"Pentair",,EOF26703718078,0.0183642000,103.010000,USD,1.22044918,,"GBP",1.55,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:32.797,US04010L1035,ARCC,"Ares Capital",,EOF26703718139,0.1158950000,23.170000,USD,1.22058506,,"GBP",2.20,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:32.797,BMG396372051,GOGL,"Golden Ocean",,EOF26703718136,0.2830300000,8.970000,USD,1.22056687,,"GBP",2.08,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:32.892,US38147U1079,GSBD,"Goldman Sachs BDC",,EOF26703718142,0.3306400000,12.330000,USD,1.22426162,,"GBP",3.33,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:33.228,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,EOF26703718150,0.2054340000,11.170000,USD,1.22058392,,"GBP",1.88,"GBP",,,,,,,,
